age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
61,M,507,En Couple,2,true,722 ZB 17
84,Féminin,1132,En Couple,1,true,5778 UK 18
63,M,239,Célibataire,0,false,1499 UK 92
68,F,1243,En Couple,2,true,7262 IT 28
41,F,174,En Couple,0,false,8348 DZ 58
22,F,192,En Couple,0,false,8913 TH 36
84,M,1365,Célibataire,0,false,7857 ME 19
73,F,1002,En Couple,0,true,2381 VA 53
27,M,523,Célibataire,0,false,2721 ZR 40
30,M,420,En Couple,0,false,477 GD 85
63,M,446,Célibataire,0,false,9230 SO 48
36,F,591,En Couple,3,false,1065 OV 76
20,M,1160,Célibataire,0,false,8659 ST 49
39,F,557,En Couple,2,false,9488 RO 49
78,M,599,En Couple,0,false,5814 WH 39
20,M,728,En Couple,2,false,9981 IF 82
45,M,1324,En Couple,3,false,101 ID 60
61,M,462,En Couple,4,true,1540 SL 27
36,M,854,En Couple,2,false,7306 SI 32
49,M,732,Célibataire,0,false,3187 XJ 54
49,F,412,En Couple,3,false,9129 ME 25
78,M,1136,En Couple,0,false,1283 LW 26
69,M,1355,Célibataire,0,false,9663 HS 56
56,M,158,En Couple,1,true,6279 YD 79
32,M,1071,En Couple,4,false,7666 JF 44
65,M,950,En Couple,2,false,9402 PS 98
50,M,573,En Couple,4,false,1285 QM 85
32,M,754,En Couple,2,false,4226 RL 28
41,M,244,En Couple,0,false,2066 KQ 48
40,F,499,En Couple,4,false,4705 PM 35
57,F,530,En Couple,1,false,8863 BL 64
34,F,183,En Couple,0,false,4720 PT 50
30,F,194,Seul,0,false,9164 MR 90
47,F,565,Célibataire,0,false,6915 MP 16
54,M,743,En Couple,4,false,2353 FW 25
66,M,464,En Couple,4,false,8410 EF 28
27,M,458,En Couple,0,false,5010 EH 68
54,M,1288,En Couple,1,false,7995 AH 11
20,F,444,En Couple,4,false,9356 BX 77
37,M,564,En Couple,1,true,8987 US 59
84,M,449,En Couple,3,false,3847 VT 37
41,M,456,En Couple,2,true,5508 HO 13
71,M,460,En Couple,1,false,3747 TL 36
65,M,581,Célibataire,0,false,5373 DM 56
35,M,1283,En Couple,0,false,3085 QH 92
48,M,471,En Couple,2,false,3479 NM 88
44,F,484,En Couple,0,true,9817 XH 85
55,M,405,En Couple,4,false,7020 UY 21
41,M,451,En Couple,0,false,951 DP 60
81,M,210,Célibataire,0,false,2304 FT 98
36,F,405,Seule,3,false,8591 WE 50
33,F,524,En Couple,1,true,7474 BU 14
 ,F,474,En Couple,0,false,8167 TJ 46
61,M,1317,En Couple,1,false,6617 CI 94
24,M,595,Célibataire,0,false,5657 XB 65
50,M,593,En Couple,1,false,7960 XG 75
25,M,215,En Couple,2,false,959 JH 87
29,M,1369,En Couple,3,false,2044 TF 88
48,F,1302,En Couple,0,false,4633 JX 19
44,M,452,Célibataire,0,false,8106 IF 78
48,F,534,En Couple,2,false,6003 PA 52
21,Homme,586,En Couple,2,false,1460 QI 12
69,M,541,En Couple,1,false,8130 EW 18
35,M,418,En Couple,2,true,5475 RG 54
26,M,1341,En Couple,0,false,197 YU 14
53,M,1140,Célibataire,0,false,8891 XM 50
32,M,457,En Couple,3,false,8645 YP 77
57,M,564,En Couple,3,false,9211 PO 60
42,M,403,Célibataire,0,false,5559 GM 59
22,M,948,Célibataire,0,false,812 WP 38
52,M,211,En Couple,2,false,358 YM 84
52,F,1243,En Couple,0,false,3071 JR 20
36,M,551,En Couple,0,false,3275 LO 88
27,M,491,En Couple,2,true,2097 EI 67
59,M,414,Célibataire,0,false,7719 VK 36
39,M,178,Célibataire,0,false,4249 BE 22
24,F,791,En Couple,2,false,8069 EU 91
42,M,755,En Couple,3,true,5494 WL 13
46,M,571,Célibataire,0,false,3882 DS 48
41,F,1133,Célibataire,0,false,7554 TY 51
18,M,503,En Couple,1,true,4151 XA 65
76,F,209,En Couple,2,false,2627 RY 83
43,M,898,Célibataire,0,false,4691 QC 59
66,M,1029,En Couple,4,false,487 JB 16
18,M,153,Célibataire,0,false,4802 GZ 74
49,M,450,En Couple,3,false,1957 VP 31
65,M,524,En Couple,2,false,2131 WI 97
40,M,225,Célibataire,0,false,5408 GM 76
68,M,213,Célibataire,0,false,6923 JM 32
28,M,523,En Couple,0,false,8917 YF 75
54,M,789,Célibataire,0,false,5052 SJ 17
52,M,424,En Couple,2,false,7577 AK 29
30,F,152,Célibataire,0,false,1699 KN 80
63,F,227,En Couple,2,false,1709 OY 39
25,F,1101,En Couple,3,false,755 HX 64
77,F,232,Célibataire,0,false,1916 OM 27
74,M,453,En Couple,2,false,3484 PC 24
53,M,408,En Couple,0,false,1833 KL 27
47,F,1240,En Couple,3,false,824 FR 33
42,M,211,En Couple,4,false,852 CZ 74
42,M,507,En Couple,0,false,954 OD 14
59,M,445,En Couple,0,false,8147 VZ 33
31,M,484,En Couple,4,false,2191 MZ 86
25,F,1170,Seule,2,false,8618 PF 55
73,M,431,En Couple,1,false,7134 XJ 47
22,M,430,En Couple,1,true,5253 WI 68
26,M,994,En Couple,0,false,1193 XB 85
33,M,1375,En Couple,1,false,9275 KK 64
32,M,506,Célibataire,0,false,5836 VP 46
72,F,517,En Couple,2,false,1674 RK 52
77,M,162,En Couple,2,false,731 YS 62
65,M,549,En Couple,1,true,7151 SG 49
53,F,960,En Couple,1,false,9525 UN 55
33,M,568,En Couple,1,false,3821 CJ 46
23,F,576,En Couple,1,true,8357 DZ 36
30,Homme,188,En Couple,3,false,7986 QM 36
71,M,490,En Couple,2,true,7853 LV 59
67,M,188,En Couple,2,false,6695 ZS 35
24,M,559,En Couple,3,false,9930 XK 54
39,M,509,Seule,3,false,6830 CL 18
21,Féminin,194,En Couple,3,false,7221 DY 98
59,M,517,En Couple,0,true,100 JA 83
42,Masculin,236,Célibataire,0,false,2958 HG 33
26,M,527,Seule,2,false,6318 VW 65
29,M,595,Célibataire,0,false,6337 LR 23
58,M,591,En Couple,1,false,2301 EB 48
24,F,598,En Couple,4,true,7010 LV 86
69,M,1021,Célibataire,0,false,508 TB 34
27,M,431,En Couple,3,false,2402 GG 48
57,M,511,Célibataire,0,false,7966 SV 98
27,M,984,Célibataire,0,false,3657 VH 57
84,F,1315,En Couple,4,false,2418 UZ 42
27,M,451,Célibataire,0,false,2139 ZY 61
72,M,596,En Couple,0,false,1313 OW 86
26,F,197,Célibataire,0,false,6758 LB 47
61,F,561,Célibataire,0,false,4172 ME 95
23,M,223,En Couple,3,false,6831 SO 69
23,F,1327,Célibataire,0,false,3504 WV 25
27,M,214,En Couple,2,true,74 EC 93
18,M,493,En Couple,3,false,4163 HS 29
26,M,957,Célibataire,0,false,9153 LW 63
58,M,518,En Couple,0,false,1126 GG 73
50,F,519,En Couple,4,false,2425 HU 38
70,M,408,En Couple,2,false,2930 WP 97
40,M,426,Célibataire,0,false,6450 CN 41
80,M,461,En Couple,2,false,6861 NE 66
54,F,533,En Couple,2,false,7029 SS 36
29,M,156,En Couple,4,true,5732 HS 10
18,M,429,Célibataire,0,false,70 XM 76
40,F,237,En Couple,4,true,1968 DK 53
49,F,177,En Couple,2,false,9905 NW 34
28,M,448,En Couple,2,true,2627 VU 76
42,M,1392,Célibataire,0,false,9102 FD 73
44,F,1390,Célibataire,0,false,3242 ST 57
51,M,854,En Couple,0,false,6750 PT 40
57,M,172,En Couple,0,false,8714 NK 88
36,M,503,Célibataire,0,false,6189 DQ 33
21,F,590,Célibataire,0,false,6148 PD 51
24,Homme,475,En Couple,0,false,3232 DK 50
55,Masculin,1069,Célibataire,0,false,6898 EM 89
24,M,203,En Couple,2,false,3830 VM 46
44,F,571,En Couple,0,false,9449 KK 94
26,M,560,En Couple,1,false,3321 EL 47
40,M,568,En Couple,2,true,7928 AJ 60
63,F,703,En Couple,1,false,651 MA 80
60,M,407,En Couple,1,false,3765 DO 10
48,F,506,Célibataire,0,false,8091 QK 74
61,M,181,Célibataire,0,false,6212 MN 57
50,F,473,Seule,2,false,1551 MY 24
25,F,596,Célibataire,0,false,8753 HW 77
26,M,906,En Couple,0,true,9561 VU 24
29,M,1194,En Couple,2,false,2722 AY 47
26,M,1255,En Couple,1,false,2069 WZ 17
44,M,1050,Célibataire,0,false,1176 CI 40
40,M,593,En Couple,4,true,1110 GR 90
31,F,240,En Couple,1,false,588 QZ 53
57,M,1213,En Couple,1,true,8110 EP 21
20,F,1359,En Couple,2,false,9412 MV 58
76,F,192,Célibataire,0,false,1684 CW 64
76,M,1057,Célibataire,0,false,8397 CS 74
19,M,409,En Couple,2,false,9693 MX 67
22,F,233,En Couple,0,false,6864 IP 17
30,M,891,En Couple,0,false,805 LH 70
48,M,522,Célibataire,0,false,8766 VH 22
34,M,814,En Couple,4,false,7893 KQ 15
52,M,193,En Couple,3,false,6934 SG 25
83,M,916,Célibataire,0,false,4493 FY 78
58,F,567,En Couple,0,false,4988 FW 28
22,M,500,En Couple,3,false,9112 CT 15
27,M,546,En Couple,2,false,9249 GQ 44
26,M,1265,En Couple,4,false,4316 SC 28
77,M,580,Célibataire,0,false,9295 FP 79
41,M,237,En Couple,1,false,3353 WG 14
18,M,521,En Couple,2,true,5531 QA 98
84,F,516,En Couple,3,false,5303 HY 22
70,F,590,Seule,1,false,9699 VK 73
43,M,558,En Couple,1,false,5706 UD 41
38,M,564,Célibataire,0,false,4480 VF 22
49,M,484,En Couple,2,true,2143 PD 64
41,M,203,Seule,2,false,5363 SN 59
21,M,194,Seule,2,false,2510 YV 73
22,M,1023,Célibataire,0,false,9656 CY 75
31,F,435,En Couple,2,true,2999 NF 78
41,F,204,En Couple,0,false,5879 FH 83
57,M,182,En Couple,0,false,519 PR 57
26,M,1348,Célibataire,0,false,752 BR 55
43,M,1081,Célibataire,0,false,3266 QC 77
47,F,597,En Couple,1,false,2364 FS 60
56,F,1162,Célibataire,0,false,2232 TY 78
22,F,475,Célibataire,0,false,3793 KF 29
71,M,1271,En Couple,0,false,9329 QW 81
67,F,576,En Couple,3,true,7532 MN 69
75,F,822,En Couple,3,false,4835 DR 41
39,M,583,En Couple,2,false,5445 PY 14
45,F,462,Célibataire,0,false,7321 ML 44
57,M,547,Célibataire,0,false,7456 XJ 80
83,F,1104,En Couple,1,false,442 HT 34
27,F,531,En Couple,2,false,8680 NI 31
53,M,536,En Couple,4,false,874 QJ 14
33,Homme,152,En Couple,3,false,1060 CR 32
58,M,203,En Couple,2,false,1633 IW 35
26,F,1310,Seule,3,false,1364 AN 21
77,F,456,En Couple,3,false,3511 FC 72
28,F,217,En Couple,3,false,9139 TB 50
52,M,179,En Couple,3,true,5994 CN 76
60,M,826,En Couple,2,false,1332 MO 85
42,M,209,Célibataire,0,false,1492 AE 79
31,M,449,En Couple,0,false,7270 QV 77
52,F,1303,En Couple,0,false,3991 WG 97
72,M,186,En Couple,2,?,2273 JE 92
37,F,576,En Couple,0,true,2930 VW 24
34,M,178,Célibataire,0,false,1528 IJ 55
69,M,500,Célibataire,0,false,987 MA 73
23,M,541,En Couple,3,false,2294 UY 13
21,M,160,Célibataire,0,false,7076 FF 97
48,M,175,En Couple,1,true,7891 VK 84
65,M,208,Célibataire,0,false,7656 GQ 47
59,M,1087,En Couple,1,false,1999 IO 63
54,Masculin,942,En Couple,1,false,3148 TY 95
19,M,181,En Couple,0,false,1363 WF 93
34,F,561,Seule,2,false,2640 KR 25
31,F,218,En Couple,3,false,7652 CF 76
36,F,491,En Couple,2,false,5501 VP 73
75,F,406,En Couple,3,false,4001 DK 67
44,F,178,En Couple,4,false,439 CV 40
74,F,184,N/D,0,false,2834 UB 87
65,M,238,En Couple,0,false,4330 RU 47
57,M,242,En Couple,4,false,2409 ZQ 31
21,M,243,En Couple,1,false,1263 XW 72
33,F,1197,Célibataire,0,false,6514 CZ 18
22,F,562,Célibataire,0,false,1589 OP 84
36,M,885,Célibataire,0,false,4628 DD 17
20,M,764,Célibataire,0,false,5913 IN 36
68,M,458,En Couple,4,false,7630 BS 16
44,M,572,En Couple,1,true,7616 JY 16
71,M,1293,En Couple,3,false,6365 GO 42
27,M,405,En Couple,2,false,474 YV 70
49,F,435,Célibataire,0,false,6755 JV 71
54,F,504,En Couple,1,true,4431 PC 89
58,F,159,Célibataire,0,false,8062 IU 56
47,M,530,Célibataire,0,false,7571 JC 32
26,F,566,En Couple,4,false,1064 WS 28
36,M,557,En Couple,0,false,1379 NW 94
59,M,441,Célibataire,0,false,3747 DK 15
77,M,466,En Couple,4,false,2582 LS 31
73,M,993,En Couple,1,false,1787 WV 67
31,F,576,En Couple,2,true,5262 BF 60
64,M,542,Célibataire,0,false,4182 ZK 83
82,Homme,440,En Couple,1,false,3511 DY 18
39,M,238,Célibataire,0,false,3652 OU 84
18,F,1155,En Couple,1,false,5285 EY 37
20,M,442,En Couple,4,false,2224 AD 40
29,M,596,En Couple,4,false,5399 GZ 15
21,M,512,Célibataire,0,false,9230 TE 86
24,M,410,En Couple,2,true,7704 WU 12
29,F,1235,En Couple,0,false,7837 QK 96
57,F,1017,Célibataire,0,false,2666 AO 94
48,M,566,En Couple,4,true,5061 VZ 40
69,M,1097,Célibataire,0,false,3995 WH 10
72,M,245,En Couple,3,false,9511 LV 10
32,M,467,En Couple,4,false,6785 VI 44
21,M,501,En Couple,2,false,8721 FA 62
39,F,579,En Couple,2,false,4895 UF 48
18,F,188,Seul,0,false,4073 WZ 61
80,M,503,Célibataire,0,false,1424 LR 84
29,M,515,Célibataire,0,false,9231 TG 51
79,M,1385,En Couple,0,true,424 VI 62
41,F,1066,Seule,2,false,9133 TJ 19
64,F,1368,En Couple,4,false,2648 BH 63
26,M,1261,Célibataire,0,false,3512 BM 83
74,F,947,En Couple,?,true,9000 JI 78
31,M,955,En Couple,1,false,7118 QK 56
52,F,1001,En Couple,4,false,29 IG 69
74,M,1187,En Couple,0,false,3255 UC 23
35,M,1026,Célibataire,0,false,5122 AR 44
55,M,546,En Couple,1,false,6277 PP 20
71,F,470,En Couple,1,false,1600 XG 59
25,M,231,En Couple,0,false,2966 JE 36
20,M,573,En Couple,3,false,3960 VW 18
27,M,410,En Couple,1,false,4846 AU 63
26,M,515,Célibataire,0,false,324 RM 19
29,M,1383,En Couple,3,false,3600 SG 83
24,M,169,Célibataire,0,false,620 HT 18
50,M,241,En Couple,1,true,9092 AX 10
72,M,449,En Couple,3,true,4957 KF 29
53,F,406,Célibataire,0,false,9791 OD 46
22,F,592,En Couple,3,false,6961 GE 41
23,F,1179,Seule,2,false,7024 TZ 28
23,M,1147,En Couple,1,false,7739 RL 97
44,F,491,En Couple,2,false,8798 DR 88
29,M,1100,En Couple,1,false,3657 QX 59
41,M,527,En Couple,2,false,205 CQ 51
22,M,445,En Couple,4,false,3394 KU 62
24,M,1322,Célibataire,0,false,9112 LL 82
19,M,455,En Couple,0,false,7752 YS 45
78,F,1276,En Couple,2,false,8197 ZR 43
59, ,236,Marié(e),1,false,2853 UX 88
26,M,497,Célibataire,0,false,422 JF 83
47,M,1306,Célibataire,0,false,7919 YV 51
53,F,179,En Couple,0,true,2740 UP 15
53,F,1237,Seule,2,false,4357 XN 88
18,M,465,Célibataire,0,false,5796 OT 41
27,M,1199,En Couple,1,false,6673 AT 12
20,M,467,Célibataire,0,false,3299 PD 54
39,F,442,Célibataire,0,false,3557 QW 51
44,F,595,En Couple,2,false,395 AF 28
74,M,432,Célibataire,0,false,3696 JW 32
25,M,512,En Couple,2, ,206 JB 39
41,F,582,En Couple,4,true,5304 ZG 71
45,M,419,En Couple,1,false,7399 KG 88
37,M,505,Célibataire,0,false,1343 GL 80
21,M,1082,En Couple,1,false,8030 AD 82
36,M,823,Célibataire,0,false,5857 BZ 29
61,M,1356,En Couple,2,false,4018 KB 65
49,F,1055,En Couple,0,false,1713 BM 76
29,M,217,En Couple,0,false,9934 LD 36
82,M,1355,En Couple,1,false,3937 KK 64
29,M,173,En Couple,1,false,6182 KL 10
28,M,543,Célibataire,0,false,1256 FE 33
48,F,229,Seule,1,false,7353 FU 78
37,M,469,En Couple,4,false,7147 IA 53
80,M,959,En Couple,2,false,9326 SI 17
56,F,912,En Couple,1,true,6583 FD 57
42,M,1262,En Couple,3,false,6745 TE 84
44,M,-1,Célibataire,0,false,8978 NV 21
38,F,576,Célibataire,0,false,388 IT 52
73,M,473,En Couple,3,false,5615 HO 59
33,M,595,Célibataire,0,false,536 TA 16
21,F,240,En Couple,2,false,9896 TA 24
36,M,464,En Couple,4,false,148 EI 24
75,M,227,Seule,3,false,4420 DP 84
24,F,575,Seule,2,false,9345 SV 21
45,M,514,En Couple,1,false,4160 BM 82
49,M,452,En Couple,0,false,9190 HZ 66
31,M,513,En Couple,0,false,4359 OM 65
58,M,585,En Couple,3,false,5376 AI 76
47,M,723,Célibataire,0,false,508 KT 68
29,M,1357,En Couple,0,false,2102 AW 35
75,M,238,Célibataire,0,false,8333 ZO 56
66,M,510,En Couple,1,true,4125 SH 79
66,M,1199,En Couple,2,false,63 OI 55
55,F,852,En Couple,3,false,5951 UM 23
45,F,1251,En Couple,1,true,2566 CG 15
18,F,1054,Célibataire,0,false,4244 AG 88
25,M,540,Seule,1,false,8715 QE 11
28,M,585,En Couple,0,true,2171 NJ 11
23,F,194,En Couple,0,false,9829 WI 78
55,M,494,En Couple,0,false,9919 YV 45
76,F,464,En Couple,0,false,1043 AN 66
57,M,429,Célibataire,0,false,1508 HA 75
23,M,1396,En Couple,1,false,8030 JJ 39
34,F,1294,En Couple,1,true,7560 ER 91
25,M,463,En Couple,0,true,8377 JZ 37
43,M,1137,En Couple,1,false,3908 AS 31
24,F,1340,Célibataire,0,false,3506 ML 54
65,M,413,En Couple,2,true,2875 ZY 40
65,Masculin,511,Célibataire,0,false,4480 VI 47
22,F,1117,En Couple,3,false,3064 ZJ 83
25,M,897,En Couple,3,false,1284 XL 39
30,Féminin,846,En Couple,4,false,8273 OC 16
48,M,467,En Couple,1,false,6106 FG 29
39,M,726,Célibataire,0,false,8 HD 87
35,M,876,Célibataire,0,false,2375 HF 94
68,F,554,Célibataire,0,false,5941 HH 18
39,M,431,En Couple,4,false,650 DE 92
40,F,1212,Seule,1,false,3103 XO 94
53,M,502,En Couple,3,false,2445 GA 28
72,F,1295,Célibataire,0,false,9986 KI 46
52,M,456,En Couple,3,false,3186 VD 61
23,M,209,En Couple,2,true,2136 TG 69
34,M,488,Seule,2,false,8104 WO 89
43,M,424,Célibataire,0,false,2098 XO 19
29,M,1058,En Couple,0,false,8437 PZ 31
30,M,440,Célibataire,0,false,3918 GH 90
40,M,984,En Couple,0,false,491 ZF 79
70,M,734,Célibataire,0,false,3392 SY 26
84,F,217,En Couple,2,false,5317 NG 24
21,F,488,En Couple,0,false,954 RG 89
57,M,551,Célibataire,0,false,2840 ZO 21
49,M,409,Marié(e),1,false,326 ME 11
52,M,446,En Couple,0,false,8148 LB 74
75,F,1145,En Couple,4,true,4856 PS 36
26,M,771,Célibataire,0,false,2083 BO 49
18,M,809,En Couple,2,true,2830 TV 23
46,M,429,Célibataire,0,false,5526 ZX 71
50,F,1216,En Couple,2,false,8001 WU 76
72,F,595,Célibataire,0,false,9724 MD 44
33,M,209,En Couple,3,false,8148 PT 20
51,F,773,Célibataire,0,false,9229 PY 10
52,F,535,En Couple,1,true,7889 SE 68
82,F,879,En Couple,0,false,104 KM 60
59,M,554,En Couple,2,false,5617 QG 21
39,M,1346,En Couple,0,false,5035 CS 30
21,M,204,Célibataire,0,false,7634 EB 91
36,F,510,En Couple,3,false,7561 RZ 60
30,Homme,515,En Couple,1,false,3264 BQ 65
56,M,545,En Couple,3,false,4130 CY 81
67,M,458,En Couple,0,false,3326 RT 26
23,M,511,En Couple,1,true,5392 SX 65
18,M,826,En Couple,1,false,9612 WG 31
18,F,471,En Couple,4,false,6342 GP 28
36,F,541,Seule,2,false,960 OK 93
71,M,502,Seule,1,false,1473 JY 40
21,Masculin,507,En Couple,1,false,687 EP 53
21,M,178,Célibataire,0,false,4377 WV 34
48,F,551,En Couple,0,false,4531 NW 62
47,M,159,En Couple,1,true,4542 MT 92
26,M,893,En Couple,0,true,35 HY 75
44,F,478,En Couple,1,true,6972 JG 53
25,M,1160,En Couple,2,false,6992 TV 46
21,M,573,En Couple,1,false,5961 CG 80
51,F,477,Célibataire,0,false,8276 YP 36
23,M,1280,En Couple,4,false,9140 DH 41
26,M,515,En Couple,0,false,210 LY 97
35,M,886,En Couple,1,false,901 BI 65
83,M,445,Célibataire,0,false,3579 GF 24
57,M,1215,En Couple,0,false,977 NF 53
52,M,236,En Couple,1,false,389 VY 76
20,M,248,En Couple,1,false,9349 MW 15
40,M,235,Célibataire,0,false,8595 AT 45
26,F,575,En Couple,3,true,7896 YE 67
43,F,216,En Couple,1,true,5714 QS 67
32,M,582,Seule,1,false,4347 HP 32
26,F,847,Célibataire,0,false,823 GY 72
75,M,481,En Couple,3,false,6378 RW 15
39,F,556,Célibataire,0,false,1011 XU 79
52,M,422,En Couple,2,false,5225 EO 23
54,M,736,Seule,1,false,7281 NS 43
25,M,493,Célibataire,0,false,8169 NE 41
38,M,409,Célibataire,0,false,4468 FV 97
61,F,817,En Couple,2,false,1538 BQ 78
59,Homme,581,Célibataire,0,false,6891 FB 79
33,M,595,En Couple,3,false,8729 IB 98
35,M,1296,En Couple,2,false,4527 QI 92
64,M,776,Célibataire,0,false,7033 QP 53
41,F,525,Célibataire,0,false,561 SR 35
24,F,484,Seule, ,false,5723 MA 77
74,F,579,En Couple,4,false,1390 AA 86
37,M,221,Célibataire,0,false,2256 KS 12
 ,M,172,En Couple,1,true,4060 GV 17
66,F,152,Célibataire,0,false,2387 JQ 11
29,M,445,En Couple,4,true,4828 JV 30
59,M,494,Célibataire,0,false,9657 AS 33
30,M,1258,En Couple,0,false,1992 VF 54
70,M,198,En Couple,0,true,9714 EZ 67
44,M,213,Célibataire,0,false,771 XW 14
39,M,515,Célibataire,0,false,7975 DS 61
27,M,1121,Seule,1,false,718 KC 52
23,F,490,En Couple,2,false,5067 WA 40
26,M,573,En Couple,2,false,9391 YH 65
55,M,571,Célibataire,0,false,6044 HT 24
23,M,231,En Couple,2,false,1049 BV 97
56,M,1039,Célibataire,0,false,6642 VD 43
54,F,421,En Couple,0,false,2616 VW 83
38,M,506,En Couple,3,false,7468 UQ 93
55,F,457,En Couple,0,true,1459 NT 66
42,M,400,Seule,2,false,8471 VX 82
79,M,556,En Couple,2,true,3739 DT 45
30,M,574,Célibataire,0,false,9880 VV 63
63,M,575,Célibataire,0,false,2696 NM 54
18,M,1185,Célibataire,0,false,2094 VB 45
24,M,168,Célibataire,0,false,3456 QP 73
21,M,219,Seule,3,false,6531 TP 63
37,F,452,En Couple,1,false,1650 EG 75
60,F,223,En Couple,2,false,4778 UU 84
29,M,234,En Couple,4,false,4132 NW 90
22,F,1247,En Couple,3,false,5056 KB 81
44,F,484,En Couple,2,false,3530 XD 32
24,M,483,En Couple,4,false,6700 HN 63
49,M,465,En Couple,3,false,6432 OI 68
53,M,886,Célibataire,0,false,2720 GU 13
24,F,566,En Couple,4,true,4060 UA 61
58,F,472,En Couple,2,false,6503 EG 13
49,M,458,En Couple,4,true,6783 YP 67
72,M,224,En Couple,1,true,6727 TJ 89
76,M,549,En Couple,0,false,1474 OL 69
36,M,403,En Couple,1,false,5278 PD 20
52,F,406,Célibataire,0,false,8683 ZW 95
45,M,1184,En Couple,2,true,6231 IB 76
35,M,1282,En Couple,2,true,3623 ZD 91
29,Masculin,531,En Couple,1,false,8708 KF 20
59,M,193,En Couple,3,true,3535 AM 86
56,F,804,En Couple,0,false,1874 WV 86
45,M,877,En Couple,2,false,7461 BL 86
25,F,498,Célibataire,0,false,202 XX 56
41,M,763,En Couple,1,false,9766 IW 13
31,M,415,Célibataire,0,false,4844 XO 28
34,M,531,En Couple,2,false,1431 UH 66
75,M,238,Seule,3,false,787 JA 40
27,M,1105,En Couple,3,true,1113 FL 58
79,F,407,En Couple,1,false,6853 RB 36
28,M,431,En Couple,2,false,9974 BL 54
37,M,233,En Couple,0,false,786 AZ 50
50,M,400,En Couple,1,false,8323 MZ 23
46,M,484,Seule,1,false,1234 PH 30
26,M,579,Célibataire,0,false,2510 CZ 29
36,M,1233,En Couple,1,true,7913 VY 97
57,F,150,En Couple,3,false,2496 OP 29
27,M,709,Célibataire,0,false,3637 AT 30
25,F,1362,Célibataire,0,false,4154 UU 70
21,M,555,En Couple,1,false,1355 KU 61
23,F,432,En Couple,2,false,8841 QV 90
83,M,159,En Couple,2,true,6367 ZG 22
41,M,825,En Couple,2,true,9891 KK 93
19,M,227,En Couple,0,false,3946 OH 71
80,M,455,Célibataire,0,false,3624 EH 36
43,M,523,En Couple,4,false,3860 QF 93
73,M,431,En Couple,1,false,8228 BI 17
76,M,567,Célibataire,0,false,5337 PI 14
65,F,1198,En Couple,2,false,3945 AZ 77
37,M,1287,Célibataire,0,false,5125 TA 84
44,M,520,Célibataire,0,false,9863 IF 13
29,M,842,En Couple,0,true,6698 CD 34
55,M,426,En Couple,0,false,7638 GS 57
50,F,162,En Couple,2,true,2502 RT 26
43,F,196,En Couple,4,false,2872 YK 47
59,F,533,En Couple,2,false,7088 TS 36
77,M,203,En Couple,4,false,9497 JD 59
58,F,598,Seule,3,false,730 RS 32
38,M,433,En Couple,4,false,6240 KP 67
20,Homme,239,En Couple,0,false,6429 XI 68
77,M,1252,En Couple,4,true,2685 CD 60
40,M,570,Célibataire,0,false,9377 RM 28
30,M,747,Célibataire,0,false,8715 SS 52
58,M,1378,Seule,2,false,9876 TQ 13
57,F,508,En Couple,3,false,9821 YA 65
82,F,224,En Couple,0,false,2464 CO 71
20,Masculin,960,En Couple,2,false,6626 GU 21
23,F,564,En Couple,2,false,4935 UU 34
67,M,226,Célibataire,0,false,5378 NP 76
56,M,592,En Couple,2,false,8488 JN 97
30,M,1206,Célibataire,0,false,9472 UL 64
42,F,202,En Couple,0,false,5113 ZB 62
51,M,1045,En Couple,0,false,7480 XA 75
19,M,529,Célibataire,0,false,172 KJ 10
52,F,558,En Couple,4,false,5103 NO 54
24,M,1293,Célibataire,0,false,572 HH 69
22,M,498,En Couple,2,true,7944 SJ 83
46,M,1371,En Couple,1,false,8719 JW 44
47,F,531,En Couple,4,false,8763 OT 49
81,M,204,En Couple,1,false,7747 DD 52
32,F,488,Célibataire,0,false,7790 XG 35
29,M,878,Seule,1,false,4898 ZQ 24
27,M,240,Célibataire,0,false,462 VK 13
45,F,572,En Couple,3,false,1168 IR 92
45,F,202,Célibataire,0,false,2659 VH 27
19,F,177,En Couple,1,true,4281 TS 19
50,M,212,Célibataire,0,false,2433 EA 90
70,F,239,En Couple,0,false,9382 SP 16
19,M,794,En Couple,4,false,6931 DN 16
25,M,848,En Couple,1,true,886 UL 50
44,M,186,En Couple,1,false,1776 QB 16
43,M,473,Célibataire,0,false,8278 KL 20
75,M,424,En Couple,3,false,1992 JT 12
32,F,1017,En Couple,4,false,7436 AL 22
83,M,599,Seule,2,false,5622 CP 32
54,F,154,Célibataire,0,false,9189 SV 75
70,F,1086,Célibataire,0,false,5741 RQ 27
33,M,230,En Couple,1,false,892 DD 79
26,M,544,Seule,2,false,2235 TQ 87
46,M,1276,Célibataire,0,false,1220 HK 27
65,F,520,En Couple,4,true,9547 HY 40
31,M,485,En Couple,2,false,4490 IW 83
51,M,529,En Couple,0,false,7916 KA 10
24,F,487,En Couple,1,false,4566 JP 76
19,F,522,En Couple,1,false,6157 AS 64
69,M,416,En Couple,4,true,6504 SW 90
44,M,1327,Seule,2,false,9507 XN 23
32,M,1010,En Couple,4,false,6908 MU 68
31,F,1350,Célibataire,0,false,4830 VW 16
44,F,1202,Célibataire,0,false,1496 VD 30
28,M,246,En Couple,1,false,2442 OB 78
40,F,545,Célibataire,0,false,3099 IL 14
